,data,flag
840,"islanders 6, rangers 2: islanders batter the rangers, and slow their playoff push the rangers are fighting for their postseason lives with four games left.",0
841,butler's shelvin mack will test n.b.a. draft waters butler's shelvin mack wants to find out where he stands in the n.b.a. draft.,0
842,"davis and wright to sit, but for different reasons ike davis injured his leg and headed back to new york for tests. david wright is expected to rest his ailing bat.",0
843,"playoff insider: wade, james share memories of shaq miami heat guard dwyane wade and forward lebron james both played with center shaquille o'neal, who announced wednesday he will retire from the ...",0
844,"brett favre: staying retired,' done with football' former nfl quarterback brett favre says he has no intention of coming out of retirement.",0
845,"with nfl in 'chaos' mode, players say league 'better act quickly' nfl players applied pressure to the league on tuesday as they remained effectively, if not technically, locked out of football activities.",0
846,"grizzlies 101, spurs 98: grizzlies stun no. 1 spurs for first playoff win zach randolph scored 25 points, including 9 in the fourth quarter, as he led the memphis grizzlies to their first playoff victory in franchise history.",0
847,"golden oldie watson wins senior pga title in playoff a decade after winning his first senior pga championship, tom watson won the title for a second time with a playoff victory over fellow american david eger in louisville, kentucky on sunday.",0
848,"lightning striking as a team at perfect time if the key to a lengthy postseason run is getting contributions from everyone on the roster, the tampa bay lightning might be primed for big ...",0
849,"fleury's net play, neal's goal lift penguins past devils james neal scored in the third round of a shootout and the pittsburgh penguins beat the new jersey devils 1-0 on friday night in a game dominated ...",0
850,video: bulls' joakim noah hurls gay slur at fan did joakim noah of the chicago bulls also get caught on tape using a gay slur during tnt's national telecast of game 3 of the nba's eastern conference ...,0
851,"london 2012 unveils ""golden cheesegrater"" olympic torch the london 2012 olympics has unwittingly acquired its first iconic image after unveiling an olympic torch design which looks like a huge cheesegrater on wednesday.",0
852,"oxford beats cambridge in annual boat race oxford won the annual university boat race on saturday, upsetting defending champion cambridge by about four lengths on the river thames in a competition dating to 1829.",0
853,"jack morris talks about his place in history jack morris, who authored one of baseball's greatest pitching performances to close the 1991 world series, talks about his hall of fame chances and his legacy.",0
854,butler's shelvin mack will test n.b.a. draft waters butler's shelvin mack wants to find out where he stands in the n.b.a. draft.,0
855,"djokovic sinks nadal in thrilling miami final in an epic final, novak djokovic defeated world number one rafa nadal in a third set tiebreak to win the sony ericsson open 4-6 6-3 7-6 on sunday.",0
856,"under a microscope, jeter has a powerless start in his 17th and most scrutinized season with the yankees, derek jeter has gotten off to a slow start.",0
857,"bobcats 114, knicks 106: anthony's high point can't raise the knicks carmelo anthony scored 36 points, his most as a knick, but it was not enough to help the knicks climb out of a big early hole.",0
858,"islanders 6, rangers 2: islanders batter the rangers, and slow their playoff push the rangers are fighting for their postseason lives with four games left.",0
859,woods's tantalizing surge comes up short on the back nine errant putts on 12 and 15 stood out as tiger woods's crucial errors in a fourth-place finish at the masters.,0
860,"rex ryan belittles giants as he begins book tour now that it's time for rex ryan to promote his new book, expect a fresh wave of bold assertions and predictions from the new york jets coach ...",0
861,"brett favre: staying retired,' done with football' former nfl quarterback brett favre says he has no intention of coming out of retirement.",0
862,letters to the editor readers sound off on the latest headlines.,0
863,sharks beat red wings in ot to take game 1 little-used benn ferriero scored 7:03 into overtime of his playoff debut on a deflected goal that gave the san jose sharks a 2-1 victory over ...,0
864,"playoff insider: wade, james share memories of shaq miami heat guard dwyane wade and forward lebron james both played with center shaquille o'neal, who announced wednesday he will retire from the ...",0
865,"davis and wright to sit, but for different reasons ike davis injured his leg and headed back to new york for tests. david wright is expected to rest his ailing bat.",0
866,video: bulls' joakim noah hurls gay slur at fan did joakim noah of the chicago bulls also get caught on tape using a gay slur during tnt's national telecast of game 3 of the nba's eastern conference ...,0
867,"fleury's net play, neal's goal lift penguins past devils james neal scored in the third round of a shootout and the pittsburgh penguins beat the new jersey devils 1-0 on friday night in a game dominated ...",0
868,"golden oldie watson wins senior pga title in playoff a decade after winning his first senior pga championship, tom watson won the title for a second time with a playoff victory over fellow american david eger in louisville, kentucky on sunday.",0
869,"grizzlies 101, spurs 98: grizzlies stun no. 1 spurs for first playoff win zach randolph scored 25 points, including 9 in the fourth quarter, as he led the memphis grizzlies to their first playoff victory in franchise history.",0
870,"jack morris talks about his place in history jack morris, who authored one of baseball's greatest pitching performances to close the 1991 world series, talks about his hall of fame chances and his legacy.",0
871,"oxford beats cambridge in annual boat race oxford won the annual university boat race on saturday, upsetting defending champion cambridge by about four lengths on the river thames in a competition dating to 1829.",0
872,sharks beat red wings in ot to take game 1 little-used benn ferriero scored 7:03 into overtime of his playoff debut on a deflected goal that gave the san jose sharks a 2-1 victory over ...,0
873,"chad ochocinco will get tutorial before trying bullriding challenge the proof will be in the doing, but the professional bull riders announced thursday it had ""confirmed"" cincinnati bengals wide receiver chad ...",0
874,"byu's brandon davies plans on playing for cougars next season brigham young forward brandon davies, who was suspended on march 1 for violating the school's honor code, plans to return next year to play for ...",0
875,letters to the editor readers sound off on the latest headlines.,0
876,fiesta bowl fined $1 million but can stay in b.c.s. the decision followed a finding in march that bowl employees made potentially illegal contributions to politicians and spent lavishly on personal expenses.,0
877,nadal cruises past ljubicic into quarters rafael nadal of spain advanced to the french open quarterfinals with a straight-sets victory over ivan ljubicic of croatia.,0
878,"canucks 4, predators 2 : canucks push predators to brink ryan kesler broke a tie with a power-play goal at 7:28 of the third period, and vancouver beat nashville to take a 3-1 series lead.",0
879,"texas a&m 63, stanford 62: texas a&m rallies to upset stanford tyra white's layup with 3.3 seconds left sealed the victory for the aggies, as texas a&m advanced to its first national title game.",0
880,"losing nfl could be big win for other fall sporting events they won't brag publicly. but if the nfl lockout leads to cancelled games, there'll be winners.",0
881,"under a microscope, jeter has a powerless start in his 17th and most scrutinized season with the yankees, derek jeter has gotten off to a slow start.",0
882,"djokovic sinks nadal in thrilling miami final in an epic final, novak djokovic defeated world number one rafa nadal in a third set tiebreak to win the sony ericsson open 4-6 6-3 7-6 on sunday.",0
883,"savage attack on giants fan stirs emotions, debate in l.a. bryan stow was supposed to be in the stands at at&amp;t park in san francisco when his beloved giants raised their world series banner.",0
884,"dodgers add ninth-inning meltdown to tumultuous day nowhere in tom schieffer's bio does it mention closing games or catching a baseball. so, hope among dodgers fans must be muted that their newly ...",0
885,"with nfl in 'chaos' mode, players say league 'better act quickly' nfl players applied pressure to the league on tuesday as they remained effectively, if not technically, locked out of football activities.",0
886,"uconn 76, syracuse 71, ot: everything falls in line for walker and uconn kemba walker broke the big east tournament scoring record as the huskies won their fourth game in four days.",0
887,"on basketball: with timely play, kidd puts finals up for grabs jason kidd did not score in game 4, but his defense on lebron james and on dwyane wade at a key moment was the difference between winning and losing.",0
888,video: what upsets are in store for the ncaa tourney's west regional? 's reid cherner and tim gardner are back to break down the ncaa tournament's west regional.,0
889,"lightning striking as a team at perfect time if the key to a lengthy postseason run is getting contributions from everyone on the roster, the tampa bay lightning might be primed for big ...",0
890,"london 2012 unveils ""golden cheesegrater"" olympic torch the london 2012 olympics has unwittingly acquired its first iconic image after unveiling an olympic torch design which looks like a huge cheesegrater on wednesday.",0
891,"roundup: beating friend in playoff, glover ends drought lucas glover beat jonathan byrd for his first win since the 2009 united states open.",0
892,"barry bonds found guilty of obstruction of justice barry bonds was convicted of obstruction of justice today, but a jury of eight women and four men could not render a verdict on three counts ...",0
893,"rookie's bunt rbi lifts indians over reds 5-4 rookie pinch-hitter ezequiel carrera bunted home shin-soo choo from third base with two outs in the eighth inning, sending the cleveland indians ...",0
894,"cricket: for 2 cricket legends, a chance at lasting glory the world cup final will produce the perfect ending for either india batsman sachin tendulkar or sri lanka spin bowler muttiah muralitharan.",0
895,"sharks down kings to take 3-1 series lead ryane clowe scored two goals, jason demers added another in the second period and the san jose sharks beat the los angeles kings 6-3 on thursday ...",0
896,short-handed purdue ready to prove it can still make a run purdue starting guard ryne smith said thursday he has recovered from a mild concussion and will play today in his team's second-round game of ...,0
897,"li na ousts maria sharapova, reaches french open final li na beat maria sharapova 6-4, 7-5 thursday to become the first chinese player to reach the french open final. sharapova was bidding to complete ...",0
898,"olympic enthusiasm for 2012 games lagging a bit in london unveiled with great fanfare earlier this month, the giant olympic rings hanging in the international train station here are meant to symbolize ...",0
899,"lightning, bruins ready for business after long layoff when the boston bruins and tampa bay lightning meet in game 1 of the eastern conference finals, players might feel as if it is the first day ...",0
900,"magic's howard named defensive player of year dwight howard was named the nba's defensive player of the year monday, making the dominant orlando magic center the first player to win the award in three consecutive seasons.",0
901,"miked crews part of tnt's sprint cup coverage as turner sports' tnt inherits nascar sprint cup coverage sunday from fox, it plans some new wrinkles on the six races it will cover.",0
902,"woods set for pga return at players championship tiger woods will return to action from a minor knee injury to compete in next week's players championship in ponte vedra beach, florida, the pga tour said on friday.",0
903,"three defensive up-and-comers breakout offensive stars typically get their fair share of media attention, but here's a look at some of the league's top young, emerging defenders.",0
904,"pedroia's lengthy at-bat vs. weaver sparks red sox past angels dustin pedroia just wouldn't give in. facing the top pitcher in the american league, he kept fouling off pitch after pitch.",0
905,"rays put longoria on disabled list with oblique strain the tampa bay rays have placed all-star third baseman evan longoria on the 15-day disabled list with a strained left oblique muscle, the major league baseball team said on sunday.",0
906,rose denies comments on performance-enhancing drugs the chicago point guard had been quoted by espn the magazine as saying performance-enhancing drugs had a high influence in the n.b.a.,0
907,usc 'vehemently' disagrees with ncaa's rejection of appeal southern california reacted strongly one day after being notified its appeal of penalties handed out its football program was rejected by the ...,0
908,erik spoelstra vows heat will rebound from late slump miami heat coach erik spoelstra described thursday's dramatic 95-93 defeat to the dallas mavericks in game two of the nba finals as one of the toughest losses he has had to endure.,0
909,posada to hit seventh; soriano on d.l. posada rejoined the starting lineup for the first time since removing himself from it shortly before saturday's game.,0
910,"sports of the times: burress will soon be free to redefine himself with plaxico burress's release from prison on monday, the immediate questions focus on where, and how successfully, he will resume his n.f.l. career.",0
911,lawyer: no issues with tv reporter bringing mark ingram to tears at draft the attorney for the imprisoned father of new orleans saints rb mark ingram does not blame espn reporter suzy kolber for the rookie's on-stage ...,0
912,"the lightning returns to roloson coach guy boucher said the 41-year-old dwayne roloson is 'the guy that took us here,' so he will be in net for game 6 when the lightning try to even the best-of-seven series against the bruins.",0
913,brewers' erick almonte first player on concussion dl brewers utility man erick almonte went home to sleep under supervision after becoming the first major leaguer placed on the new seven-day disabled ...,0
914,"winner of derby will run in belmont chances are strong that the belmont stakes will feature a rematch between animal kingdom, the kentucky derby champion, and shackleford, the preakness winner.",0
915,bobcats rally past celtics in boston dante cunningham hit a go-ahead 15-foot jumper with 34 seconds left and the charlotte bobcats erased a 13-point deficit in the fourth quarter ...,0
916,"bruins 3, lightning 1: thomas's goaltending is key in bruins' victory tim thomas had 33 saves, including a crucial one with 11 minutes left, as boston won game 5 over tampa bay to take a 3-2 series lead.",0
917,erik spoelstra vows heat will rebound from late slump miami heat coach erik spoelstra described thursday's dramatic 95-93 defeat to the dallas mavericks in game two of the nba finals as one of the toughest losses he has had to endure.,0
918,"judge recommends mediation as nfl, players plead their case -- u.s. district court judge susan richard nelson, listening to arguments for nearly five hours wednesday in the nfl labor dispute, encouraged ...",0
919,first pitch: it's not business as usual for winless red sox how bad has it gotten for the boston red sox?,0
920,usc 'vehemently' disagrees with ncaa's rejection of appeal southern california reacted strongly one day after being notified its appeal of penalties handed out its football program was rejected by the ...,0
921,"eye-opener: have you changed your mind on the miami heat? the miami heat began the season as the most loathed team in basketball. the heatles, the pronouncement of multiple titles, ""the decision"" and ...",0
922,"keeping score: posada put off decline for years as jorge posada struggles on the field and off, it is increasingly difficult to maintain perspective about his career and appreciate the player he once was.",0
923,"kyle busch wins a wild one at talladega kyle busch won under a yellow flag in a wild finish saturday, taking the nationwide race at talladega superspeedway when the last of 10 crashes sent mike wallace's car flipping upside down.",0
924,"magic's howard named defensive player of year dwight howard was named the nba's defensive player of the year monday, making the dominant orlando magic center the first player to win the award in three consecutive seasons.",0
925,nadal and djokovic rivalry heads to rome rafa nadal and novak djokovic will have little chance to reflect on their epic madrid final as they cross the mediterranean to continue their burgeoning rivalry as top seeds in this week's rome masters.,0
926,"bryce harper's minor league at-bats sponsored by miss utility prior to each at-bat at yankees stadium, derek jeter is introduced by the ""voice of god,"" bob sheppard.",0
927,"lightning, bruins ready for business after long layoff when the boston bruins and tampa bay lightning meet in game 1 of the eastern conference finals, players might feel as if it is the first day ...",0
928,"a budding branch of scioscia's tree shawn wooten, a utility man on mike scioscia's 2002 angels championship team, hopes to become the next manager to learn under scioscia.",0
929,"brett gardner, not derek jeter, to lead off in yankees opener if it's good enough for $126 million man jayson werth, batting second should be just fine with derek jeter.",0
930,mets' top pick wants to put wyoming on the baseball map brandon nimmo caught the attention of scouts and executives with his stellar play at some all-star contests.,0
931,"bobcats hand knicks to 6th loss in a row boris diaw scored 20 points, stephen jackson added 19 despite a sore hamstring, and the charlotte bobcats provided more misery for the slumping ...",0
932,"li na ousts maria sharapova, reaches french open final li na beat maria sharapova 6-4, 7-5 thursday to become the first chinese player to reach the french open final. sharapova was bidding to complete ...",0
933,"barry bonds found guilty of obstruction of justice barry bonds was convicted of obstruction of justice today, but a jury of eight women and four men could not render a verdict on three counts ...",0
934,"the rail: goldikova, racing's grande dame, returns on sunday goldikova, the grande dame of worldwide thoroughbred racing, is set to make her seasonal reappearance on sunday in the group 1 prix d'ispahan at longchamp.",0
935,testing times for tiger woods on augusta's tricky greens the body language said it all as tiger woods wasted a good driving display with woeful putting to slide out of contention at the masters in saturday's third round.,0
936,"ap: rivers, celtics working on deal; hope to keep core intact the boston celtics have all their key players signed for next season, and coach doc rivers seems ready to return as well.",0
937,"valdez hopes pitching 'will never happen again' just like babe ruth, wilson valdez is most comfortable with a bat in his hand.",0
938,"kenya begins investigation into wanjiru's death kenyan authorities began an investigation tuesday into samuel wanjiru's death in a balcony fall, while the olympic marathon champion's mother accused his wife of killing him to gain control of his property.",0
939,"miked crews part of tnt's sprint cup coverage as turner sports' tnt inherits nascar sprint cup coverage sunday from fox, it plans some new wrinkles on the six races it will cover.",0
940,a little clarity in europe's biggest races saturday's scores gave the clearest indication yet which european teams will need to clear out some space in the trophy room.,0
941,"nba insider: mavs' coach rick carlisle credits thunder the morning after the dallas mavericks had advanced to the nba finals for the second time in franchise history, coach rick carlisle could only ...",0
942,"pedroia's lengthy at-bat vs. weaver sparks red sox past angels dustin pedroia just wouldn't give in. facing the top pitcher in the american league, he kept fouling off pitch after pitch.",0
943,"three defensive up-and-comers breakout offensive stars typically get their fair share of media attention, but here's a look at some of the league's top young, emerging defenders.",0
944,"williams may be done, but assists streak continues deron williams may be out for the season, but in his short time with the nets he was able to preserve his streak of seasons in which he averaged 10 or more assists a game.",0
945,"cubs plan to cut pitcher carlos silva, owed $11.5 million chicago cubs right-hander carlos silva has been told he will not be on the team's 25-man roster when the season starts friday.",0
946,tropic plunder: rays fall to 0-5 with loss to angels the winless tampa bay rays lost again wednesday when dan haren and the los angeles angels shut down the al east champions 5-1.,0
947,"kenya begins investigation into wanjiru's death kenyan authorities began an investigation tuesday into samuel wanjiru's death in a balcony fall, while the olympic marathon champion's mother accused his wife of killing him to gain control of his property.",0
948,"ap: rivers, celtics working on deal; hope to keep core intact the boston celtics have all their key players signed for next season, and coach doc rivers seems ready to return as well.",0
949,2010 steelers: what the film revealed ben roethlisberger was the key to the steelers' success. he and michael vick are the league's only quarterbacks who can consistently succeed when plays collapse.,0
950,"up close: put me in that suit, coach the stylist rachel johnson helps the knicks' amar'e stoudemire turn heads off the court.",0
951,testing times for tiger woods on augusta's tricky greens the body language said it all as tiger woods wasted a good driving display with woeful putting to slide out of contention at the masters in saturday's third round.,0
952,brewers' erick almonte first player on concussion dl brewers utility man erick almonte went home to sleep under supervision after becoming the first major leaguer placed on the new seven-day disabled ...,0
953,"books of the times: baseball according to beckett: a game that wouldn't end dan barry, in 'bottom of the 33rd,' describes one of the strangest baseball games in history: 32 unbroken innings.",0
954,"gores signs agreement to purchase detroit pistons tom gores, a los angeles-based financier who grew up in the flint, mich., area, has signed a purchase agreement to acquire the detroit pistons ...",0
955,"the lightning returns to roloson coach guy boucher said the 41-year-old dwayne roloson is 'the guy that took us here,' so he will be in net for game 6 when the lightning try to even the best-of-seven series against the bruins.",0
956,mets' top pick wants to put wyoming on the baseball map brandon nimmo caught the attention of scouts and executives with his stellar play at some all-star contests.,0
957,2011 nba finals a rematch of 2006 won by the miami heat the miami heat won their first nba title by defeating the dallas mavericks in the 2006 nba finals. the 2011 finals is a rematch.,0
958,"brett gardner, not derek jeter, to lead off in yankees opener if it's good enough for $126 million man jayson werth, batting second should be just fine with derek jeter.",0
959,"a tough task for illinois the morris twins from kansas present a problem for illinois, physically and psychologically.",0
960,"concacaf majority suspend acting president the split in concacaf took another twist on saturday when acting president lisle austin was temporarily suspended for 'possible violations' of its statutes but declared the move against him ""illegal.""",0
961,"anthony and knicks can see what might have been the nets, who were in negotiations to acquire carmelo anthony at the n.b.a. trade deadline, visit the knicks on wednesday.",0
962,"keeping score: posada put off decline for years as jorge posada struggles on the field and off, it is increasingly difficult to maintain perspective about his career and appreciate the player he once was.",0
963,"eye-opener: have you changed your mind on the miami heat? the miami heat began the season as the most loathed team in basketball. the heatles, the pronouncement of multiple titles, ""the decision"" and ...",0
964,"marty marion, cardinals's slick-fielding shortstop, dies at 93 mr. marion, known as the octopus for his long arms and ability to gobble up ground balls, was an all-star every season from 1943 to 1950.",0
965,"kyle busch wins a wild one at talladega kyle busch won under a yellow flag in a wild finish saturday, taking the nationwide race at talladega superspeedway when the last of 10 crashes sent mike wallace's car flipping upside down.",0
966,"bobcats 114, knicks 106: anthony's high point can't raise the knicks carmelo anthony scored 36 points, his most as a knick, but it was not enough to help the knicks climb out of a big early hole.",0
967,"rex ryan belittles giants as he begins book tour now that it's time for rex ryan to promote his new book, expect a fresh wave of bold assertions and predictions from the new york jets coach ...",0
968,mcilroy surges four clear at masters britain's rory mcilroy kept his swing and nerves under control at the masters on saturday to open a commanding four-shot lead after an absorbing third round as his main challengers all fell back.,0
969,djokovic wins 41st straight this year novak djokovic added a 41st  consecutive victory to this year's list and wove a competent straight-set victory over richard gasquet of france on sunday at the french open.,0
970,ohio state coach jim tressel requests five-game suspension ohio state coach jim tressel announced thursday he will accept a five-game suspension for a major ncaa violation he committed.,0
971,woods's tantalizing surge comes up short on the back nine errant putts on 12 and 15 stood out as tiger woods's crucial errors in a fourth-place finish at the masters.,0
972,canucks beat bruins to trigger olympic size party raffi torres scored with 19 seconds to play in regulation and roberto luongo earned the shutout as the vancouver canucks stopped the boston bruins 1-0 to draw first blood in the stanley cup finals on wednesday.,0
973,"knicks expect billups in lineup on sunday chauncey billups, who was out six games with a deep bruise in his left thigh, practiced saturday for the first time in two weeks.",0
974,"bulls win 7th in a row to stand alone atop east derrick rose scored 23 points in chicago's seventh straight win, a 98-79 victory over the washington wizards on tuesday night that moved the ...",0
975,"fivethirtyeight: in tournament, there's no place like (close to) home the location of n.c.a.a. tournament games is an important factor in how the contest unfolds.",0
976,"as lockout lingers, nfl and players continue to trade barbs it was the owners meetings' legal equivalent of the nfl players association's big-three quarterbacks  tom brady, drew brees and peyton manning ...",0
977,"grizzlies 101, spurs 98: grizzlies stun no. 1 spurs for first playoff win zach randolph scored 25 points, including 9 in the fourth quarter, as he led the memphis grizzlies to their first playoff victory in franchise history.",0
978,"golden oldie watson wins senior pga title in playoff a decade after winning his first senior pga championship, tom watson won the title for a second time with a playoff victory over fellow american david eger in louisville, kentucky on sunday.",0
979,uncertainty is the theme as n.f.l. owners convene n.f.l. team owners are meeting this week in indianapolis amid a lockout of the players and a maneuvering in the courtroom.,0
980,"els set for special players tee-off as hall of famer three-times major winner ernie els said on monday that he felt a mixture of pride and humility about joining an elite group at this week's players championship in ponte vedra beach, florida.",0
981,"slumping gardner gets the night off brett gardner, the yankees' struggling leadoff hitter, was not in the starting lineup for wednesday's game in toronto.",0
982,espn issues new rules for announcers the sports network is trying to limit endorsements that would create the appearance of a conflict of interest.,0
983,directv won't charge for nfl sunday ticket until lockout ends fans who consume the nfl at home on directv are getting a benefit that many fans who attend games each week aren't: they don't have to pay up ...,0
984,fantasy focus: closers in waiting when major league closers falter - and it always happens - these relievers could step in and gain sudden value for your fantasy team.,0
985,"animal kingdom is 2-1 favorite for saturday's belmont drawing the no. 9 post, kentucky derby winner animal kingdom has been made the 2-1 favorite in a field of 12 for the belmont stakes.",0
986,hines ward on rashard mendenhall: 'that wasn't a good opinion' pittsburgh steelers wr hines ward has become the latest member of the organization to scold rb rashard mendenhall over his controversial comments ...,0
987,"rutgers 76, seton hall 70, ot: not pretty, but rutgers outlasts seton hall with a gritty and inartistic performance typical of the season under its new coach, mike rice, the 12th-seeded scarlet knights won in the first round of the big east tournament.",0
988,"texas a&m 63, stanford 62: texas a&m rallies to upset stanford tyra white's layup with 3.3 seconds left sealed the victory for the aggies, as texas a&m advanced to its first national title game.",0
989,fiesta bowl fined $1 million but can stay in b.c.s. the decision followed a finding in march that bowl employees made potentially illegal contributions to politicians and spent lavishly on personal expenses.,0
990,"for stoudemire, a two-front battle: back pain and the celtics' big men amar'e stoudemire has battled back pain in the past two games, not to mention kevin garnett, glenn davis and the rest of the celtics front court.",0
991,"losing nfl could be big win for other fall sporting events they won't brag publicly. but if the nfl lockout leads to cancelled games, there'll be winners.",0
992,"mets 2, yankees 1: replacement mets outshine yankees' stars r. a. dickey bested freddy garcia in an unlikely pitcher's duel as the mets won at yankee stadium.",0
993,fantasy focus: closers in waiting when major league closers falter - and it always happens - these relievers could step in and gain sudden value for your fantasy team.,0
994,espn issues new rules for announcers the sports network is trying to limit endorsements that would create the appearance of a conflict of interest.,0
995,"reimposed lockout creates unusual times for nfl teams usually there's a mad scramble after the nfl draft as teams pursue undrafted rookie free agents, prepare for minicamp and weigh the second wave ...",0
996,"uconn completes relentless marathon run and on the night of the 28th day, the connecticut huskies could finally rest, with confetti in their hair and a national championship trophy ...",0
997,"slumping gardner gets the night off brett gardner, the yankees' struggling leadoff hitter, was not in the starting lineup for wednesday's game in toronto.",0
998,"on basketball: with timely play, kidd puts finals up for grabs jason kidd did not score in game 4, but his defense on lebron james and on dwyane wade at a key moment was the difference between winning and losing.",0
999,"uconn 76, syracuse 71, ot: everything falls in line for walker and uconn kemba walker broke the big east tournament scoring record as the huskies won their fourth game in four days.",0
1000,"bulls win 7th in a row to stand alone atop east derrick rose scored 23 points in chicago's seventh straight win, a 98-79 victory over the washington wizards on tuesday night that moved the ...",0
1001,animal kingdom out to prove derby no fluke the connections of animal kingdom look to prove that their longshot victory in the kentucky derby was no fluke when the lightly raced chestnut faces 13 rivals in saturday's $1 million preakness stakes.,0
1002,"mcilroy takes 2-stroke lead at malaysian open rory mcilroy birdied his final hole to take a two-stroke lead saturday in the weather-hit malaysian open, while masters champion charl schwartzel barely made the cut for the third round.",0
1003,"knicks expect billups in lineup on sunday chauncey billups, who was out six games with a deep bruise in his left thigh, practiced saturday for the first time in two weeks.",0
1004,"rangers 5, penguins 2 | n.h.l. roundup: devils end two-game slide in columbus martin brodeur earned his 115th shutout during the devils' victory on sunday.",0
1005,heat rises over bulls to reach nba finals the miami heat star players cast off their struggles and staged a furious finish to beat the chicago bulls 83-80 on thursday and advance to the nba finals.,0
1006,nuggets clinch eighth straight playoff berth in win over lakers the denver nuggets clinched a playoff berth on sunday with a 95-90 victory over the defending nba champion los angeles lakers.,0
1007,"michigan mauls tennessee in 75-45 rout zack novak scored 14 points, including two three-pointers in a decisive spurt to start the second half, and michigan beat listless tennessee ...",0
1008,"yankees show scrappy side in win over blue jays the new york yankees are built around their big boppers, and they relied on the long ball to power their way through much of april.",0
1009,"venus williams pulls out of french open: wta venus williams has joined her sister serena in withdrawing from the french open because of injury, the wta said on saturday.",0
1010,"southwest: purdue 65, st. peters 43: moore, johnson lead purdue past st. peter's e'twaun moore scored 19 points and jujuan johnson added 16 with 16 rebounds friday night as third-seeded purdue routed st. peter's 65-43.",0
1011,"former mets officer weighs a bid paul danforth, who spent 13 years with the team as a sales executive, holds a senior post at the c.a.a. sports agency division.",0
1012,notre dame dances into the final four dancing a jig at the free-throw circle is a tradition for the irish players. and now they will do it in the national semifinals.,0
1013,texas a&amp;m shocks no. 1 seed stanford for women's title berth texas a&amp;m has upset its second consecutive top-seeded team in the ncaa tournament and is heading to its first national championship game ...,0
1014,"2011 baseball preview: meet 30-down: wilson is answer for the giants giants closer brian wilson has an interest in crossword puzzles, and now he and the leader of the beach boys are an answer in one.",0
1015,"els set for special players tee-off as hall of famer three-times major winner ernie els said on monday that he felt a mixture of pride and humility about joining an elite group at this week's players championship in ponte vedra beach, florida.",0
1016,"playing the 'right' way in m.l.s. this season's mantra among the red bulls' players and coaches is to ""play the right way."" is that an appropriate goal in m.l.s.?",0
1017,gus johnson officially joins fox fox on tuesday officially named gus johnson as its lead play-by-play voice for the network's expanding college football and basketball cover ...,0
1018,"live nba blog: heat's big 3 overpower celts, 102-91 we're live blogging game 2 of the heat-celtics playoff tonight. weigh in with comments about the game. and cast a vote on our quick question ...",0
1019,"sports photo replay ' may 27 the day in sports, from the french open to rhythmic gymnastics.",0
1020,"stress-free days in the upper deck the mets' dim chances have relieved the writer of his worries about winning and losing, allowing him to enjoy just being at the park.",0
1021,"analysis: nadal shows why he is the king of clay the reports of rafael nadal's demise are exaggerated, as he showed in wednesday's straight-sets dismissal of robin soderling.",0
1022,"ugh! penn state beats no. 13 wisconsin 36-33 in one of the ugliest games of the college basketball season, talor battle scored nine points to lead penn state past no. 13 wisconsin 36-33 ...",0
1023,"texas a&m 63, stanford 62: texas a&m rallies to upset stanford tyra white's layup with 3.3 seconds left sealed the victory for the aggies, as texas a&m advanced to its first national title game.",0
1024,"2011 baseball preview: meet 30-down: wilson is answer for the giants giants closer brian wilson has an interest in crossword puzzles, and now he and the leader of the beach boys are an answer in one.",0
1025,"former mets officer weighs a bid paul danforth, who spent 13 years with the team as a sales executive, holds a senior post at the c.a.a. sports agency division.",0
1026,"criminals control large part of world sports, says wada the criminal underworld now controls a large proportion of world sport, world anti-doping agency director general david howman said wednesday.",0
1027,"southwest: purdue 65, st. peters 43: moore, johnson lead purdue past st. peter's e'twaun moore scored 19 points and jujuan johnson added 16 with 16 rebounds friday night as third-seeded purdue routed st. peter's 65-43.",0
1028,"venus williams pulls out of french open: wta venus williams has joined her sister serena in withdrawing from the french open because of injury, the wta said on saturday.",0
1029,nuggets clinch eighth straight playoff berth in win over lakers the denver nuggets clinched a playoff berth on sunday with a 95-90 victory over the defending nba champion los angeles lakers.,0
1030,"o'neal's joy ride comes to an end shaquille o'neal, the center known for his size, mobility and personality, is leaving the n.b.a..",0
1031,"playoffs | heat 96, bulls 85: back in miami, heat is halfway to the finals chris bosh continued to make atonement for any misgivings in a trying, acclimating season, finishing with a game-high 34 points as the heat took a 2-1 series lead over the bulls.",0
1032,"criminals control large part of world sports, says wada the criminal underworld now controls a large proportion of world sport, world anti-doping agency director general david howman said wednesday.",0
1033,"baseball roundup: happy with lineup, phillies release castillo looking for a fill-in for the injured star second baseman chase utley, philadelphia had signed castillo earlier this month after he was cut by the mets.",0
1034,"assigning ncaa tournament game times still a puzzle for cbs and turner after the ncaa creates its men's basketball tournament brackets, broadcasters create the tip times.",0
1035,ohio state coach jim tressel requests five-game suspension ohio state coach jim tressel announced thursday he will accept a five-game suspension for a major ncaa violation he committed.,0
1036,thumb injury lands rockies ace ubaldo jimenez on disabled list colorado rockies ace ubaldo jimenez was placed on the 15-disabled list with a right thumb injury. his placement on the dl is retro-active to ...,0
1037,"charles barkley takes issue with ncaa selection committee as many college basketball fans -- including those in richmond, of course -- call out television analysts like dick vitale and jay bilas for ...",0
1038,canucks beat bruins to trigger olympic size party raffi torres scored with 19 seconds to play in regulation and roberto luongo earned the shutout as the vancouver canucks stopped the boston bruins 1-0 to draw first blood in the stanley cup finals on wednesday.,0
